Model,Distance,Num_Rounds,Noise_Model,Shots,Stim_Error_Rate,Stim_Error_Type,Weight_Noise,Logical_Error_Rate,Total_Shots,Logical_Errors,Timestamp
No_Correction,5,5,forte-1,1000,0,N/A,N/A,0.159000,1000,159,20260410_155923
MWPM_Restriction,5,5,forte-1,1000,0,N/A,N/A,0.124000,1000,124,20260410_155923
CNN,5,5,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.170000,1000,170,20260410_155923
MWPM+CNN,5,5,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.125000,1000,125,20260410_155923
CNN,5,5,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.164000,1000,164,20260410_155923
MWPM+CNN,5,5,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.124000,1000,124,20260410_155923
CNN,5,5,forte-1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.172000,1000,172,20260410_155923
MWPM+CNN,5,5,forte-1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.123000,1000,123,20260410_155923
GCNII,5,5,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.841000,1000,841,20260410_155923
MWPM+GCNII,5,5,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.225000,1000,225,20260410_155923
GCNII,5,5,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.841000,1000,841,20260410_155923
MWPM+GCNII,5,5,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.225000,1000,225,20260410_155923
GCNII,5,5,forte-1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.841000,1000,841,20260410_155923
MWPM+GCNII,5,5,forte-1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.225000,1000,225,20260410_155923
APPNP,5,5,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.841000,1000,841,20260410_155923
