Model,Distance,Num_Rounds,Noise_Model,Shots,Stim_Error_Rate,Stim_Error_Type,Weight_Noise,Logical_Error_Rate,Total_Shots,Logical_Errors,Timestamp
No_Correction,3,3,forte-1,1000,0,N/A,N/A,0.184000,1000,184,20260428_230320
MWPM_Restriction,3,3,forte-1,1000,0,N/A,N/A,0.156000,1000,156,20260428_230320
CNN,3,3,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.175000,1000,175,20260428_230320
MWPM+CNN,3,3,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.149000,1000,149,20260428_230320
CNN+MWPM,3,3,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.150000,1000,150,20260428_230320
CNN,3,3,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.191000,1000,191,20260428_230320
MWPM+CNN,3,3,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.151000,1000,151,20260428_230320
CNN+MWPM,3,3,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.148000,1000,148,20260428_230320
CNN,3,3,forte-1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.176000,1000,176,20260428_230320
MWPM+CNN,3,3,forte-1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.151000,1000,151,20260428_230320
CNN+MWPM,3,3,forte-1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.161000,1000,161,20260428_230320
GCNII,3,3,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.184000,1000,184,20260428_230320
MWPM+GCNII,3,3,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.156000,1000,156,20260428_230320
GCNII+MWPM,3,3,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.281000,1000,281,20260428_230320
GCNII,3,3,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.184000,1000,184,20260428_230320
MWPM+GCNII,3,3,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.156000,1000,156,20260428_230320
GCNII+MWPM,3,3,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.295000,1000,295,20260428_230320
GCNII,3,3,forte-1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.184000,1000,184,20260428_230320
MWPM+GCNII,3,3,forte-1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.156000,1000,156,20260428_230320
GCNII+MWPM,3,3,forte-1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.295000,1000,295,20260428_230320
APPNP,3,3,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.184000,1000,184,20260428_230320
MWPM+APPNP,3,3,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.156000,1000,156,20260428_230320
APPNP+MWPM,3,3,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.334000,1000,334,20260428_230320
APPNP,3,3,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.184000,1000,184,20260428_230320
MWPM+APPNP,3,3,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.157000,1000,157,20260428_230320
APPNP+MWPM,3,3,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.666000,1000,666,20260428_230320
APPNP,3,3,forte-1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.812000,1000,812,20260428_230320
MWPM+APPNP,3,3,forte-1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.157000,1000,157,20260428_230320
APPNP+MWPM,3,3,forte-1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.714000,1000,714,20260428_230320
GraphTransformer,3,3,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.162000,1000,162,20260428_230320
MWPM+GraphTransformer,3,3,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.154000,1000,154,20260428_230320
GraphTransformer+MWPM,3,3,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.126000,1000,126,20260428_230320
GraphTransformer,3,3,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.168000,1000,168,20260428_230320
MWPM+GraphTransformer,3,3,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.153000,1000,153,20260428_230320
GraphTransformer+MWPM,3,3,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.130000,1000,130,20260428_230320
GraphTransformer,3,3,forte-1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.154000,1000,154,20260428_230320
MWPM+GraphTransformer,3,3,forte-1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.152000,1000,152,20260428_230320
GraphTransformer+MWPM,3,3,forte-1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.121000,1000,121,20260428_230320
GCN,3,3,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.211000,1000,211,20260428_230320
MWPM+GCN,3,3,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.153000,1000,153,20260428_230320
GCN+MWPM,3,3,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.173000,1000,173,20260428_230320
GCN,3,3,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.816000,1000,816,20260428_230320
MWPM+GCN,3,3,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.156000,1000,156,20260428_230320
GCN+MWPM,3,3,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.675000,1000,675,20260428_230320
GCN,3,3,forte-1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.705000,1000,705,20260428_230320
MWPM+GCN,3,3,forte-1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.161000,1000,161,20260428_230320
GCN+MWPM,3,3,forte-1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.785000,1000,785,20260428_230320
GAT,3,3,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.243000,1000,243,20260428_230320
MWPM+GAT,3,3,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.153000,1000,153,20260428_230320
GAT+MWPM,3,3,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.238000,1000,238,20260428_230320
