Model,Distance,Num_Rounds,Noise_Model,Shots,Stim_Error_Rate,Stim_Error_Type,Weight_Noise,Logical_Error_Rate,Total_Shots,Logical_Errors,Timestamp
No_Correction,5,5,forte-1,1000,0,N/A,N/A,0.174000,1000,174,20260426_073340
MWPM_Restriction,5,5,forte-1,1000,0,N/A,N/A,0.124000,1000,124,20260426_073340
CNN,5,5,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.178000,1000,178,20260426_073340
MWPM+CNN,5,5,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.132000,1000,132,20260426_073340
CNN,5,5,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.175000,1000,175,20260426_073340
MWPM+CNN,5,5,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.128000,1000,128,20260426_073340
CNN,5,5,forte-1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.180000,1000,180,20260426_073340
MWPM+CNN,5,5,forte-1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.129000,1000,129,20260426_073340
GCNII,5,5,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.826000,1000,826,20260426_073340
MWPM+GCNII,5,5,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.220000,1000,220,20260426_073340
GCNII,5,5,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.826000,1000,826,20260426_073340
MWPM+GCNII,5,5,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.220000,1000,220,20260426_073340
GCNII,5,5,forte-1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.826000,1000,826,20260426_073340
MWPM+GCNII,5,5,forte-1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.220000,1000,220,20260426_073340
APPNP,5,5,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.826000,1000,826,20260426_073340
MWPM+APPNP,5,5,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.220000,1000,220,20260426_073340
APPNP,5,5,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.826000,1000,826,20260426_073340
MWPM+APPNP,5,5,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.220000,1000,220,20260426_073340
APPNP,5,5,forte-1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.286000,1000,286,20260426_073340
MWPM+APPNP,5,5,forte-1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.171000,1000,171,20260426_073340
GraphTransformer,5,5,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.165000,1000,165,20260426_073340
MWPM+GraphTransformer,5,5,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.122000,1000,122,20260426_073340
GraphTransformer,5,5,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.167000,1000,167,20260426_073340
MWPM+GraphTransformer,5,5,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.124000,1000,124,20260426_073340
GraphTransformer,5,5,forte-1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.174000,1000,174,20260426_073340
MWPM+GraphTransformer,5,5,forte-1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.125000,1000,125,20260426_073340
GCN,5,5,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.287000,1000,287,20260426_073340
MWPM+GCN,5,5,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.156000,1000,156,20260426_073340
GCN,5,5,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.438000,1000,438,20260426_073340
MWPM+GCN,5,5,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.151000,1000,151,20260426_073340
GCN,5,5,forte-1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.232000,1000,232,20260426_073340
MWPM+GCN,5,5,forte-1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.140000,1000,140,20260426_073340
GAT,5,5,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.190000,1000,190,20260426_073340
MWPM+GAT,5,5,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.127000,1000,127,20260426_073340
GAT,5,5,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.178000,1000,178,20260426_073340
MWPM+GAT,5,5,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.131000,1000,131,20260426_073340
GAT,5,5,forte-1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.333000,1000,333,20260426_073340
MWPM+GAT,5,5,forte-1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.164000,1000,164,20260426_073340
GNN,5,5,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.728000,1000,728,20260426_073340
MWPM+GNN,5,5,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.191000,1000,191,20260426_073340
GNN,5,5,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.574000,1000,574,20260426_073340
MWPM+GNN,5,5,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.187000,1000,187,20260426_073340
GNN,5,5,forte-1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.726000,1000,726,20260426_073340
MWPM+GNN,5,5,forte-1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.210000,1000,210,20260426_073340
GraphMamba,5,5,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.161000,1000,161,20260426_073340
MWPM+GraphMamba,5,5,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.124000,1000,124,20260426_073340
GraphMamba,5,5,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.161000,1000,161,20260426_073340
MWPM+GraphMamba,5,5,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.125000,1000,125,20260426_073340
GraphMamba,5,5,forte-1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.158000,1000,158,20260426_073340
MWPM+GraphMamba,5,5,forte-1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.124000,1000,124,20260426_073340
CNN,5,5,forte-1,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.185000,1000,185,20260426_073340
MWPM+CNN,5,5,forte-1,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.129000,1000,129,20260426_073340
CNN,5,5,forte-1,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.201000,1000,201,20260426_073340
MWPM+CNN,5,5,forte-1,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.132000,1000,132,20260426_073340
CNN,5,5,forte-1,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.188000,1000,188,20260426_073340
MWPM+CNN,5,5,forte-1,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.124000,1000,124,20260426_073340
GCNII,5,5,forte-1,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.826000,1000,826,20260426_073340
MWPM+GCNII,5,5,forte-1,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.220000,1000,220,20260426_073340
GCNII,5,5,forte-1,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.174000,1000,174,20260426_073340
MWPM+GCNII,5,5,forte-1,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.124000,1000,124,20260426_073340
